YEAR,MONTH,LAKE,STATE_PROV,SPECIES,NO_STOCKED,AGEMONTH,WEIGHT
1988,,SU,MI,CHS,100910,,
1988,,SU,ON,CHS,102191,,
1988,,SU,ON,CHS,48096,,
1988,,SU,ON,CHS,35266,,
1988,,SU,WI,CHS,90000,,
1988,,SU,WI,CHS,30000,,
1988,,SU,MI,CHS,76029,,
1988,,SU,ON,CHS,12019,,
1988,,SU,WI,CHS,80000,,
1988,,SU,MI,COS,75014,,
1988,,SU,MI,COS,149995,,
1988,,SU,MI,COS,59149,,
1988,,SU,MI,COS,50005,,
1988,,SU,ON,LAT,114002,19,5016.09
1988,,SU,ON,LAT,99765,17,2394.36
1988,,SU,ON,LAT,69116,15,1727.9
1988,,SU,ON,LAT,54336,18,1738.75
1988,,SU,ON,LAT,79563,19,3500.77
1988,,SU,ON,LAT,41373,17,1323.94
1988,,SU,ON,LAT,60908,15,1400.88
1988,,SU,ON,LAT,118570,12,1185.7
1988,,SU,ON,LAT,95388,18,3338.58
1988,,SU,ON,LAT,119976,17,4199.16
1988,,SU,ON,LAT,80101,17,2483.13
1988,,SU,ON,LAT,125418,18,4640.47
1988,,SU,ON,LAT,51237,15,1178.45
1988,,SU,ON,LAT,102867,18,4629.02
1988,,SU,ON,LAT,100473,16,2712.77
1988,,SU,ON,LAT,181862,11,2000.48
1988,,SU,MI,RBT,81000,,
1988,,SU,WI,RBT,265,,
1988,,SU,MI,RBT,11800,,
1988,,SU,MI,RBT,18600,,
1988,3,SU,MI,RBT,15000,,
1988,5,SU,MI,RBT,17537,,
1988,,SU,MI,RBT,15000,,
1988,,SU,MI,RBT,81000,,
1988,,SU,MI,RBT,11800,,
1988,,SU,MI,RBT,1600,,
1988,,SU,MI,RBT,20000,,
1988,,SU,MI,RBT,7250,,
1988,,SU,MI,RBT,1600,,
1988,,SU,MI,RBT,11200,,
1988,,SU,MI,SPE,30000,,
1988,,SU,WI,SPE,50150,,
1988,,SU,WI,SPE,49780,,
1988,,SU,MI,SPE,30000,,
1988,,SU,WI,SPE,50440,,
1988,,SU,ON,LAT,18301,17,610
1988,,SU,ON,LAT,20003,17,635
1988,,SU,ON,LAT,20238,17,645
1988,,SU,ON,LAT,21778,17,674
1988,,SU,ON,LAT,19410,17,645
1988,,SU,ON,LAT,19595,17,660
1988,,SU,ON,LAT,18177,17,630
1988,,SU,ON,LAT,19220,17,670
1988,,SU,ON,LAT,19599,17,675
1988,,SU,ON,LAT,19317,17,685
1988,,SU,ON,LAT,20621,17,700
1988,,SU,ON,LAT,21988,17,725
1988,,SU,ON,LAT,19231,17,695
1988,,SU,ON,LAT,19049,18,670
1988,,SU,ON,LAT,18412,18,685
1988,,SU,ON,LAT,20340,18,730
1988,,SU,ON,LAT,23816,18,1042
1988,,SU,ON,LAT,26812,18,1173
1988,,SU,ON,LAT,25828,18,1130
1988,,SU,ON,LAT,27567,18,1210
1988,,SU,ON,LAT,25537,18,1165
1988,,SU,ON,LAT,26337,18,1201
1988,,SU,ON,LAT,27686,18,1263
1988,,SU,ON,LAT,24009,18,1030
1988,,SU,ON,LAT,30571,19,1303
1988,,SU,ON,LAT,29527,19,1339
1988,,SU,ON,LAT,28742,19,1268
1988,,SU,ON,LAT,19502,17,685
1988,,SU,ON,LAT,17525,17,620
1988,,SU,ON,LAT,19112,17,685
1988,,SU,ON,LAT,27687,18,1131
1988,,SU,ON,LAT,21250,18,892
1988,,SU,ON,LAT,20342,17,690
1988,,SU,ON,LAT,25003,15,598
1988,,SU,ON,LAT,24962,15,597
1988,,SU,ON,LAT,26275,15,596
1988,,SU,ON,LAT,26320,15,598
1988,,SU,ON,LAT,13155,15,299
1988,,SU,ON,LAT,32145,15,730
1988,,SU,ON,LAT,43034,15,1029
1988,,SU,ON,LAT,3063,15,73
1988,,SU,ON,LAT,5215,15,135
1988,,SU,ON,LAT,26082,15,676
1988,,SU,ON,LAT,41895,16,1118
1988,,SU,ON,LAT,28730,16,767
1988,,SU,ON,LAT,29848,16,783
1988,,SU,ON,LAT,31038,16,953
1988,,SU,ON,LAT,25126,17,771
1988,,SU,ON,LAT,24387,17,749
1988,,SU,ON,LAT,23937,17,735
1988,,SU,ON,LAT,24367,17,748
1988,,SU,ON,LAT,24377,17,748
1988,,SU,ON,LAT,24337,17,747
1988,,SU,ON,LAT,21700,17,666
1988,,SU,ON,LAT,31050,17,953
1988,,SU,ON,LAT,38395,17,937
1988,,SU,ON,LAT,35330,17,862
1988,,SU,ON,LAT,26040,17,635
1988,,SU,ON,LAT,13020,17,318
1988,,SU,ON,LAT,10875,17,340
1988,,SU,ON,LAT,21025,17,658
1988,,SU,ON,LAT,27830,17,871
1988,,SU,ON,LAT,27840,17,871
1988,,SU,ON,LAT,26496,18,871
1988,,SU,ON,LAT,21760,18,771
1988,,SU,ON,LAT,11520,18,408
1988,,SU,ON,LAT,50520,11,546
1988,,SU,ON,LAT,60614,11,655
1988,,SU,ON,LAT,60624,11,655
1988,,SU,ON,LAT,60624,11,655
1988,,SU,ON,LAT,63840,12,607
1988,,SU,ON,LAT,4210,11,46
1988,,SU,ON,CHS,101191,6,212.5
1988,,SU,ON,CHS,87176,6,183.07
1988,,SU,ON,CHS,37572,,
1989,1,MI,WI,ATS,12821,,368.77
1989,1,MI,WI,ATS,17229,,410.05
1989,1,MI,WI,BNT,20400,,1864.26
1989,1,MI,WI,BNT,21000,,1814.37
1989,1,MI,WI,BNT,18416,,1814.37
1989,2,MI,WI,BNT,22400,,1814.37
1989,2,MI,WI,BNT,11880,,898.11
1989,2,MI,WI,RBT,13500,,381.47
1989,2,MI,WI,RBT,13500,,382.83
1989,2,MI,WI,BKT,24500,,1814.37
1989,2,MI,WI,BKT,22700,,1814.37
1989,2,MI,WI,BNT,25500,,2177.24
1989,2,MI,WI,RBT,5200,,136.08
1989,2,ER,OH,BKT,18322,,
1989,2,MI,WI,BKT,26300,,1814.37
1989,2,MI,WI,BNT,29700,,2177.24
1989,2,MI,WI,RBT,5058,,127.46
1989,2,MI,WI,RBT,5149,,132
1989,2,MI,WI,RBT,13500,,415.94
1989,2,MI,WI,RBT,13500,,406.42
1989,2,MI,WI,RBT,12500,,344.28
1989,2,MI,WI,RBT,13500,,354.26
1989,3,MI,WI,RBT,12500,,319.33
1989,3,MI,WI,RBT,12500,,324.32
1989,3,ER,OH,BKT,23475,,
1989,3,ER,OH,BNT,89922,15,
1989,3,ER,OH,BKT,37260,,
1989,3,HU,MI,RBT,20000,,913
1989,3,HU,MI,RBT,45000,,1954.9
1989,3,HU,MI,RBT,20000,,916.6
1989,3,HU,MI,RBT,20000,,876.44
1989,3,HU,MI,RBT,20000,,916.6
1989,3,MI,WI,CHS,100000,,476.27
1989,3,MI,WI,BNT,20000,,2181.78
1989,3,ER,OH,BKT,113256,,
1989,3,HU,MI,RBT,5000,,229.15
1989,3,HU,MI,RBT,5000,,229.15
1989,3,HU,MI,RBT,5000,,229.15
1989,3,MI,WI,BNT,22000,,2140.96
1989,3,MI,WI,RBT,5000,,126.1
1989,3,MI,WI,BNT,17000,,1576.23
1989,3,MI,WI,BNT,14900,,1378.92
1989,3,MI,WI,BNT,11500,,1065.94
1989,3,MI,WI,BNT,17535,,1315.42
1989,3,MI,WI,CHS,60000,,319.78
1989,3,MI,WI,BNT,4000,,301.64
1989,3,MI,WI,BNT,4000,,301.64
1989,3,MI,WI,BNT,17965,,1292.74
1989,3,ER,PA,COS,8850,,909
1989,3,ER,PA,COS,15000,,714
1989,3,ER,PA,COS,5000,,250
1989,3,ER,PA,COS,11500,,575
1989,3,ER,OH,RBT,40460,,
1989,3,ER,PA,COS,8850,17,413.01
1989,3,ER,PA,COS,15000,15,324.52
1989,3,ER,PA,COS,5000,15,113.64
1989,3,ER,PA,COS,11500,15,261.36
1989,3,MI,WI,BKT,7500,,535.24
1989,3,MI,WI,BKT,19700,,1179.34
1989,3,ER,PA,COS,14000,,825
1989,3,ER,PA,COS,15000,,715
1989,3,ER,PA,COS,9050,,806
1989,3,ER,OH,RBT,37500,,
1989,3,ER,PA,COS,14000,15,374.99
1989,3,ER,PA,COS,15000,15,324.98
1989,3,ER,PA,COS,9050,17,366.31
1989,3,MI,WI,BNT,10000,,707.6
1989,3,MI,WI,BNT,10000,,616.89
1989,3,MI,WI,RBT,35677,,1360.32
1989,3,MI,WI,RBT,5000,,136.08
1989,3,ER,PA,COS,10000,,803
1989,3,ER,PA,COS,15000,,880
1989,3,ER,PA,COS,11500,,575
1989,3,ER,OH,BKT,6048,,
1989,3,ER,OH,RBT,12400,,
1989,3,ER,OH,RBT,12040,,
1989,3,ER,PA,COS,10000,17,365.1
1989,3,ER,PA,COS,15000,15,399.89
1989,3,ER,PA,COS,11500,15,261.36
1989,3,ER,PA,COS,8200,,791
1989,3,ER,PA,COS,14000,,825
1989,3,ER,PA,COS,38000,,1900
1989,3,ER,PA,COS,10000,,794
1989,3,ER,PA,COS,15000,,1191
1989,3,ER,PA,COS,8200,17,359.43
1989,3,ER,PA,COS,14000,15,374.99
1989,3,ER,PA,COS,38000,15,863.64
1989,3,ER,PA,COS,10000,15,361.04
1989,3,ER,PA,COS,15000,15,541.56
1989,3,MI,WI,BNT,15360,,1360.78
1989,3,MI,MI,RBT,10410,,1000
1989,3,ER,PA,COS,7800,,787
1989,3,ER,PA,COS,14000,,700
1989,3,ER,PA,COS,15000,,1240
1989,3,ER,PA,COS,11500,,720
1989,3,ER,PA,COS,7800,17,357.77
1989,3,ER,PA,COS,14000,15,318.18
1989,3,ER,PA,COS,15000,15,563.49
1989,3,ER,PA,COS,11500,15,327.32
1989,3,MI,WI,BKT,9465,,876.34
1989,3,MI,WI,CHS,21100,,113.4
1989,3,MI,WI,RBT,35680,,1305.44
1989,3,MI,MI,RBT,10000,,944
1989,3,ER,PA,COS,9300,,799
1989,3,ER,PA,COS,15000,,940
1989,3,ER,PA,COS,10000,,827
1989,3,ER,PA,COS,15000,,1230
1989,3,ER,PA,COS,9300,17,363.17
1989,3,ER,PA,COS,15000,15,427.2
1989,3,ER,PA,COS,15000,15,427.2
1989,3,ER,PA,COS,10000,15,375.97
1989,3,ER,PA,COS,15000,15,558.87
1989,3,MI,MI,BNT,15000,,587.08
1989,3,MI,MI,CHS,106111,,429.6
1989,3,MI,MI,CHS,119738,,391.3
1989,3,MI,MI,RBT,9590,,922
1989,3,MI,MI,RBT,10000,,916
1989,3,MI,MI,RBT,5000,,459
1989,3,MI,MI,RBT,10000,,960
1989,3,ER,PA,COS,14000,,825
1989,3,ER,PA,COS,8900,,790
1989,3,ER,PA,COS,15000,,1150
1989,3,ER,PA,COS,11500,,720
1989,3,ER,NY,COS,20470,16,465.45
1989,3,ER,NY,COS,20470,16,352.27
1989,3,ER,PA,COS,14000,15,374.99
1989,3,ER,PA,COS,8900,17,358.96
1989,3,ER,PA,COS,15000,15,522.87
1989,3,ER,PA,COS,11500,15,327.32
1989,3,MI,MI,BNT,15000,,587.08
1989,3,MI,MI,BNT,15000,,620.6
1989,3,SU,MI,RBT,7500,,566
1989,3,SU,MI,RBT,7500,,566
1989,3,ER,PA,COS,15000,,890
1989,3,ER,PA,COS,10000,,760
1989,3,ER,PA,COS,7000,,679
1989,3,ER,PA,COS,15000,,11230
1989,3,ER,PA,COS,15000,15,404.64
1989,3,ER,PA,COS,15000,15,404.64
1989,3,ER,PA,COS,10000,15,345.4
1989,3,ER,PA,COS,7000,17,308.61
1989,3,ER,PA,COS,15000,15,558.87
1989,3,MI,WI,CHS,100000,,272.16
1989,3,MI,WI,CHS,60025,,269.43
1989,3,MI,MI,CHS,109958,,457.4
1989,3,MI,MI,CHS,102188,,406.8
1989,3,ER,PA,COS,14000,,700
1989,3,ER,PA,COS,8000,,784
1989,3,ER,PA,COS,15000,,1202
1989,3,ER,PA,COS,11500,,605
1989,3,ER,PA,COS,14000,15,318.18
1989,3,ER,PA,COS,8000,17,356.51
1989,3,ER,PA,COS,15000,15,546.33
1989,3,ER,PA,COS,11500,15,274.97
1989,4,HU,MI,RBT,40031,,2147
1989,4,MI,MI,CHS,99362,,414.3
1989,4,MI,MI,CHS,105155,,493.3
1989,4,MI,MI,CHS,114004,,454.2
1989,4,MI,MI,CHS,100000,,393.5
1989,4,MI,MI,CHS,71963,,258
1989,4,MI,MI,CHS,100000,,370.4
1989,4,MI,IN,RBT,7884,,
1989,4,MI,IN,RBT,9835,,
1989,4,MI,IN,RBT,7571,,
1989,4,MI,IN,RBT,9768,,
1989,4,ER,PA,COS,14000,,670
1989,4,ER,PA,COS,15000,,800
1989,4,ER,PA,COS,10000,,819
1989,4,ER,PA,COS,13000,,884
1989,4,ER,OH,RBT,28288,,
1989,4,ON,NY,BNT,23900,15,2414.14
1989,4,ON,NY,COS,9330,14,169.64
1989,4,ON,NY,COS,9330,14,169.64
1989,4,ON,NY,RBT,15400,12,1750
1989,4,ER,PA,COS,14000,15,304.48
1989,4,ER,PA,COS,15000,16,363.64
1989,4,ER,PA,COS,10000,16,372.27
1989,4,ER,PA,COS,13000,16,401.71
1989,4,MI,MI,BNT,15000,,547.45
1989,4,MI,MI,BNT,15000,,547.45
1989,4,MI,WI,CHS,101955,,570.17
1989,4,MI,MI,CHS,25000,,109.8
1989,4,MI,MI,CHS,75000,,289
1989,4,MI,MI,CHS,25000,,109.8
1989,4,MI,MI,CHS,96521,,342.1
1989,4,MI,MI,COS,23754,,650.8
1989,4,MI,MI,COS,56246,,1736
1989,4,MI,MI,COS,80008,,2192
1989,4,MI,WI,RBT,6250,,200.94
1989,4,MI,WI,RBT,6750,,243.58
1989,4,MI,WI,RBT,6250,,200.94
1989,4,MI,WI,RBT,6750,,243.58
1989,4,MI,IN,RBT,9219,,
1989,4,MI,IN,RBT,9219,,
1989,4,MI,IN,RBT,9703,,
1989,4,MI,IN,RBT,9676,,
1989,4,MI,MI,RBT,9950,,452.68
1989,4,MI,MI,RBT,10000,,454.96
1989,4,ER,PA,COS,15000,,790
1989,4,ER,PA,COS,15000,,1200
1989,4,ER,PA,COS,11500,,550
1989,4,ER,OH,RBT,28060,,
1989,4,ON,NY,BNT,19000,15,2272.73
1989,4,ER,MI,RBT,32890,,610.45
1989,4,ER,PA,COS,15000,16,359.04
1989,4,ER,PA,COS,15000,16,545.45
1989,4,ER,PA,COS,11500,16,249.99
1989,4,MI,MI,CHS,100040,,354
1989,4,MI,MI,CHS,52334,,176.6
1989,4,MI,MI,COS,32805,,1012.5
1989,4,MI,WI,RBT,12500,,428.19
1989,4,MI,IN,RBT,17305,,
1989,4,MI,IN,RBT,7160,,
1989,4,MI,IN,RBT,15783,,
1989,4,MI,MI,RBT,12000,,983.6
1989,4,ER,PA,COS,14000,,670
1989,4,ER,PA,COS,10000,,800
1989,4,ER,PA,COS,22000,,
1989,4,ER,PA,COS,21000,,
1989,4,ER,PA,COS,15000,,1200
1989,4,ER,PA,COS,15000,,1245
1989,4,ER,PA,COS,11500,,605
1989,4,ER,OH,RBT,30726,,
1989,4,ON,NY,BNT,24300,15,3248.66
1989,4,ON,NY,COS,10190,14,192.99
1989,4,ON,NY,RBT,7700,12,795.45
1989,4,ER,NY,COS,9100,16,363.64
1989,4,ER,NY,COS,9100,16,532.73
1989,4,ER,PA,COS,14000,16,304.48
1989,4,ER,PA,COS,10000,16,363.64
1989,4,ER,PA,COS,15000,16,545.45
1989,4,ER,PA,COS,15000,16,565.82
1989,4,ER,PA,COS,11500,16,274.97
1989,4,ER,PA,COS,22000,16,3344.48
1989,4,ER,PA,COS,21000,16,1832.14
1989,4,ER,OH,RBT,26362,16,
1989,4,ER,OH,RBT,92034,16,
1989,4,ER,OH,RBT,90000,16,
1989,4,ER,OH,RBT,33425,16,
1989,4,HU,MI,RBT,15008,,1145
1989,4,MI,MI,BNT,15000,,547.45
1989,4,MI,MI,COS,20025,,445
1989,4,MI,WI,RBT,13500,,435
1989,4,MI,IN,RBT,7969,,
1989,4,MI,IN,RBT,9216,,
1989,4,MI,IN,RBT,10175,,
1989,4,MI,IN,RBT,7577,,
1989,4,MI,IN,RBT,8192,,
1989,4,MI,MI,RBT,9900,,450.41
1989,4,ER,PA,COS,15000,,890
1989,4,ER,PA,COS,150000,,8850
1989,4,ER,OH,RBT,5460,,
1989,4,ER,OH,RBT,26981,,
1989,4,ON,NY,RBT,10000,13,344.35
1989,4,ON,NY,RBT,10000,13,344.35
1989,4,ON,NY,RBT,5000,13,172.18
1989,4,ON,NY,RBT,5000,13,172.18
1989,4,ER,MI,RBT,17522,,727.27
1989,4,ER,PA,COS,15000,16,404.64
1989,4,ER,PA,COS,150000,16,4022.53
1989,4,HU,MI,RBT,14094,,1000
1989,4,MI,IN,RBT,1401,,
1989,4,MI,IN,RBT,8081,,
1989,4,MI,MI,RBT,10000,,980.9
1989,4,ER,PA,COS,5850,,325
1989,4,ER,PA,COS,14000,,670
1989,4,ER,PA,COS,10530,,585
1989,4,ER,PA,COS,5000,,485
1989,4,ER,PA,COS,11500,,680
1989,4,ER,OH,RBT,13962,,
1989,4,ER,OH,RBT,6444,,
1989,4,ER,PA,COS,5850,16,147.73
1989,4,ER,PA,COS,14000,16,304.48
1989,4,ER,PA,COS,10530,16,265.91
1989,4,ER,PA,COS,5000,16,220.44
1989,4,ER,PA,COS,5000,16,220.44
1989,4,ER,PA,COS,11500,16,309.12
1989,4,HU,MI,RBT,15932,,1047
1989,4,MI,IN,RBT,7794,,
1989,4,MI,IN,RBT,9463,,
1989,4,MI,IN,RBT,9919,,
1989,4,MI,IN,RBT,9933,,
1989,4,MI,IN,RBT,9979,,
1989,4,MI,IN,RBT,10183,,
1989,4,MI,IN,RBT,10760,,
1989,4,MI,IN,RBT,11122,,
1989,4,MI,IN,RBT,11966,,
1989,4,MI,IN,RBT,12597,,
1989,4,ER,PA,COS,25000,,1820
1989,4,ER,NY,COS,13475,16,1611.82
1989,4,ER,NY,COS,34300,16,2168.18
1989,4,ER,PA,COS,25000,16,827.05
1989,4,HU,MI,BNT,10011,,692
1989,4,HU,MI,BNT,20000,,1453
1989,4,MI,WI,BKT,6135,,605.09
1989,4,MI,WI,BKT,6000,,591.48
1989,4,MI,WI,BKT,14000,,1542.21
1989,4,MI,WI,BKT,5700,,635.03
1989,4,MI,WI,BKT,6000,,591.48
1989,4,MI,MI,BNT,15000,,507.1
1989,4,MI,MI,CHS,60494,,228.2
1989,4,MI,IN,RBT,9829,,
1989,4,MI,IN,RBT,10041,,
1989,4,MI,IN,RBT,10678,,
1989,4,MI,IN,RBT,10953,,
1989,4,MI,IN,RBT,11178,,
1989,4,MI,MI,RBT,3000,,300
1989,4,MI,MI,RBT,10000,,772.1
1989,4,MI,MI,RBT,3000,,270
1989,4,ER,PA,COS,25000,,1930
1989,4,ER,PA,COS,25000,16,877.5
1989,4,HU,MI,BNT,20000,,1470
1989,4,HU,MI,BNT,15055,,1193
1989,4,MI,WI,BKT,1100,,117.93
1989,4,MI,MI,BNT,10000,,410.94
1989,4,MI,WI,CHS,100000,,390.09
1989,4,MI,MI,COS,70025,,1264
1989,4,MI,MI,COS,25024,,460
1989,4,MI,WI,RBT,37374,,1346.26
1989,4,MI,MI,RBT,9898,,1022.8
1989,4,MI,MI,RBT,12000,,983.6
1989,4,ER,PA,COS,25000,,1815
1989,4,ON,NY,BNT,25480,16,3309.09
1989,4,ER,NY,BNT,20000,17,2818.18
1989,4,ER,PA,COS,25000,16,825.25
1989,4,HU,MI,CHS,21863,,84.7
1989,4,HU,MI,RBT,9150,,750
1989,4,HU,MI,RBT,12200,,1000
1989,4,HU,MI,RBT,15033,,1425
1989,4,MI,MI,BNT,15000,,507.1
1989,4,MI,WI,CHS,67500,,408.23
1989,4,MI,WI,CHS,75000,,249.48
1989,4,MI,MI,COS,77526,,1770
1989,4,MI,MI,COS,25206,,532.9
1989,4,ER,PA,BNT,800,,347
1989,4,ER,PA,COS,10000,,751
1989,4,ON,ON,COS,8415,14,341.52
1989,4,ON,NY,RBT,13400,12,1845.73
1989,4,ER,PA,BNT,800,,158.1
1989,4,ER,PA,COS,10000,16,341.25
1989,4,HU,MI,CHS,21529,,86
1989,4,HU,MI,RBT,22234,,2055
1989,4,HU,MI,RBT,12485,,1023.4
1989,4,MI,MI,COS,14362,,327.9
1989,4,MI,MI,COS,18115,,333
1989,4,MI,MI,COS,59480,,1256
1989,4,MI,MI,COS,63158,,1161
1989,4,MI,MI,COS,24816,,536
1989,4,MI,MI,RBT,8000,,557.4
1989,4,ER,PA,BNT,2700,,1130
1989,4,ER,PA,BNT,5500,,2303
1989,4,ER,PA,COS,25000,,1740
1989,4,ER,PA,BNT,1500,,628
1989,4,ON,NY,COS,14300,14,477.94
1989,4,ON,NY,COS,10190,14,343.1
1989,4,ON,NY,COS,10190,14,343.1
1989,4,ON,NY,RBT,9300,10,427
1989,4,ER,PA,BNT,2700,,513.5
1989,4,ER,PA,BNT,5500,,1046.03
1989,4,ER,PA,BNT,1500,,285.28
1989,4,ER,PA,COS,25000,16,790.79
1989,4,HU,MI,CHS,20676,,88.4
1989,4,HU,MI,COS,11166,,226
1989,4,HU,MI,COS,53853,,1333
1989,4,HU,MI,COS,65026,,1319
1989,4,HU,MI,RBT,9266,,653
1989,4,HU,MI,RBT,9030,,768
1989,4,HU,MI,RBT,7000,,489.5
1989,4,HU,MI,RBT,13680,,956.6
1989,4,MI,MI,COS,38707,,768
1989,4,MI,WI,RBT,39627,,1431.99
1989,4,ER,PA,COS,25000,,1800
1989,4,ON,NY,RBT,19000,10,392.56
1989,4,ON,NY,RBT,16770,10,747.33
1989,4,ER,PA,COS,25000,16,818.12
1989,4,HU,MI,BNT,20002,,975
1989,4,HU,MI,COS,7772,,192.4
1989,4,HU,MI,COS,52264,,1037
1989,4,HU,MI,COS,59999,,1485
1989,4,HU,MI,RBT,20005,,1295
1989,4,MI,WI,BNT,9600,,1814.37
1989,4,MI,MI,COS,38700,,774
1989,4,MI,MI,RBT,7740,,521.4
1989,4,MI,MI,RBT,10620,,715.6
1989,4,MI,MI,RBT,10620,,715.2
1989,4,MI,MI,RBT,7740,,521.4
1989,4,ER,PA,COS,25000,,1720
1989,4,ON,NY,RBT,19000,10,392.56
1989,4,ON,NY,RBT,8390,10,377.59
1989,4,ON,NY,RBT,11150,10,569.46
1989,4,ER,NY,RBT,15500,17,392.73
1989,4,ER,PA,COS,25000,16,782.08
1989,4,MI,WI,BNT,5050,,957.08
1989,4,MI,MI,BNT,15000,,539.57
1989,4,MI,MI,BNT,15000,,660
1989,4,MI,MI,COS,39000,,780
1989,4,MI,MI,RBT,7181,,483.9
1989,4,SC,MI,RBT,14580,,992
1989,4,SU,MI,CHS,9001,,33.6
1989,4,SU,MI,CHS,10044,,46
1989,4,ER,PA,COS,25000,,1720
1989,4,ER,PA,BNT,1500,,632
1989,4,ON,NY,RBT,11150,10,569.46
1989,4,ON,ON,RBT,19000,10,392.56
1989,4,ER,MI,COS,80000,,727.55
1989,4,ER,PA,BNT,1500,,287.69
1989,4,ER,PA,COS,25000,16,782.08
1989,4,HU,MI,BNT,9500,,238.1
1989,4,MI,MI,COS,391458,,2512
1989,4,MI,WI,RBT,16610,,646.37
1989,4,MI,WI,RBT,13662,,421.84
1989,4,MI,MI,RBT,10620,,736.9
1989,4,MI,MI,RBT,3000,,208.2
1989,4,ER,PA,BNT,800,,337
1989,4,ER,PA,COS,10000,,590
1989,4,ON,NY,RBT,19000,10,392.56
1989,4,ON,NY,RBT,10000,10,424.81
1989,4,ON,ON,RBT,20970,10,890.82
1989,4,ER,NY,RBT,19000,16,3272.73
1989,4,ER,NY,RBT,18000,17,476.82
1989,4,ER,MI,COS,80030,,343.18
1989,4,ER,MI,COS,40015,,321.68
1989,4,ER,PA,BNT,800,,153.43
1989,4,ER,PA,COS,10000,16,268.17
1989,4,HU,MI,RBT,12357,,1517
1989,4,MI,MI,BNT,15000,,539.57
1989,4,MI,MI,COS,80030,,1510
1989,4,ER,PA,BNT,6000,,2527
1989,4,ER,PA,COS,25000,,1565
1989,4,ON,NY,RBT,10140,10,517.88
1989,4,ER,NY,RBT,10490,16,476.82
1989,4,ER,NY,RBT,10490,16,727.27
1989,4,ER,NY,RBT,4000,17,660
1989,4,ER,MI,RBT,9737,,272.73
1989,4,ER,MI,RBT,8256,,396.36
1989,4,ER,PA,BNT,6000,,1150.75
1989,4,ER,PA,COS,25000,16,711.56
1989,4,HU,MI,BNT,8500,,400.3
1989,4,HU,MI,RBT,7000,,444
1989,4,MI,WI,BNT,10000,,848.67
1989,4,MI,WI,RBT,12518,,516.19
1989,4,MI,MI,RBT,7150,,430.8
1989,4,MI,MI,RBT,14000,,843.2
1989,4,MI,MI,RBT,16600,,1000
1989,4,MI,MI,RBT,6480,,390.4
1989,4,SU,MN,ATS,7866,,570
1989,4,ER,PA,COS,25000,,1500
1989,4,ON,NY,RBT,12600,10,584.42
1989,4,ER,MI,COS,40024,,412.73
1989,4,ER,MI,COS,35317,,935.45
1989,4,ER,MI,COS,80056,,443.18
1989,4,ER,MI,COS,44752,,1058.21
1989,4,ER,PA,COS,25000,16,681.68
1989,4,HU,MI,BNT,7500,,336.3
1989,4,MI,WI,BKT,1000,,102.97
1989,4,MI,WI,BNT,10439,,928.5
1989,4,MI,WI,RBT,12584,,492.6
1989,4,MI,MI,YEP,3796,,71.9
1989,4,SC,MI,RBT,10170,,758.8
1989,4,SC,MI,RBT,14310,,1016.5
1989,4,ER,PA,COS,15000,,1110
1989,4,ON,NY,RBT,16770,10,929.6
1989,4,ER,NY,RBT,15100,16,2454.55
1989,4,ER,PA,COS,15000,16,504.68
1989,4,HU,MI,BNT,7500,,308.6
1989,4,HU,MI,BNT,41586,,1901.7
1989,4,HU,MI,COS,25009,,653
1989,4,HU,MI,RBT,15600,,1000
1989,4,MI,MI,BNT,15000,,658.47
1989,4,MI,MI,BNT,15000,,658.47
1989,4,MI,WI,CHS,58000,,226.8
1989,4,MI,MI,COS,75000,,1875
1989,4,MI,MI,RBT,13420,,1000
1989,4,SU,MI,COS,37480,,937
1989,4,SU,MI,COS,37546,,818
1989,4,ER,PA,COS,15000,,1050
1989,4,ER,PA,COS,15000,16,477.13
1989,4,HU,MI,BNT,7500,,315
1989,4,HU,MI,BNT,15000,,604.8
1989,4,HU,MI,BNT,15000,,714.2
1989,4,HU,MI,COS,74998,,1861
1989,4,HU,MI,COS,9309,,231
1989,4,HU,MI,COS,15708,,346
1989,4,MI,WI,CHS,100000,,412.77
1989,4,MI,WI,RBT,31213,,951.64
1989,4,MI,MI,RBT,4730,,251.6
1989,4,MI,MI,RBT,19334,,2416.8
1989,4,MI,MI,RBT,4460,,332.3
1989,4,ER,PA,BNT,1400,,585
1989,4,ER,OH,BKT,100000,,
1989,4,ER,NY,RBT,5000,,
1989,4,ER,OH,RBT,100000,,
1989,4,ON,NY,BNT,17480,17,1369.91
1989,4,ON,NY,BNT,17480,17,1369.91
1989,4,ER,NY,RBT,47820,16,1674.09
1989,4,ER,PA,BNT,1400,,266.26
1989,4,HU,MI,BNT,6914,,354.5
1989,4,HU,MI,BNT,14000,,531.7
1989,4,HU,MI,COS,75000,,1652
1989,4,MI,MI,COS,25009,,571
1989,4,ER,PA,BNT,1800,,753
1989,4,ER,PA,BNT,5000,,2090
1989,4,ER,NY,BKT,5000,,
1989,4,ER,NY,RBT,5000,,
1989,4,ON,NY,ATS,3900,16,78.09
1989,4,ON,NY,ATS,1300,16,51.83
1989,4,ON,NY,BNT,16720,17,1310.34
1989,4,ER,PA,BNT,1800,,342.34
1989,4,ER,PA,BNT,5000,,950.93
1989,4,ON,NY,RBT,45000,10,2045.45
1989,4,ER,NY,BNT,18000,17,1028.64
1989,4,ER,OH,RBT,100000,6,
1989,4,ER,PA,RBT,12000,,
