YEAR,MONTH,LAKE,STATE_PROV,SPECIES,NO_STOCKED,AGEMONTH,WEIGHT
1950,,MI,ON,LAT,49888,,
1952,4,SU,WI,LAT,102097,,816.78
1952,9,SU,WI,LAT,145000,,870
1952,,SU,MI,LAT,65366,,588.29
1953,5,SU,WI,LAT,80137,,1442.47
1953,10,SU,WI,LAT,132980,,664.9
1953,,SU,MI,LAT,69439,,902.71
1953,,SU,MI,LAT,139073,,695.37
1953,,SU,ON,LAT,49915,,
1954,6,SU,WI,LAT,102016,,612.1
1954,10,SU,WI,LAT,142323,,1280.91
1954,,SU,MI,LAT,121296,,970.37
1954,,SU,MI,LAT,134318,,1208.86
1955,,SU,WI,LAT,102794,,2569.85
1955,,SU,MI,LAT,60744,,1214.88
1956,,SU,WI,LAT,200731,,5018.28
1958,4,SU,ON,LAT,5000,24,
1958,,SU,WI,LAT,183964,,3679.28
1958,,SU,MI,LAT,80020,,960.24
1958,,SU,ON,LAT,250000,,500
1958,,SU,MI,LAT,60033,,780.43
1958,,SU,MI,LAT,119975,,1559.68
1958,,SU,ON,LAT,287870,,3742.31
1958,,SU,MI,LAT,24250,,436.5
1958,,SU,MI,LAT,13870,,485.45
1959,,SU,WI,LAT,75524,,1586
1959,,SU,WI,LAT,75536,16,1586.26
1959,,SU,MI,LAT,5573,26,356.67
1959,,SU,MI,LAT,21580,26,1381.12
1959,,SU,ON,LAT,216000,15,864
1959,,SU,MI,LAT,2452,29,223.13
1959,,SU,MI,LAT,2888,40,727.78
1959,,SU,MI,LAT,10972,,
1959,,SU,ON,LAT,256590,,3592.26
1960,7,SU,ON,LAT,50250,3,100.5
1960,11,MI,MI,LAT,24543,10,196.34
1960,,MI,MI,LAT,88235,16,2382.35
1960,,SU,ON,LAT,65000,,
1960,,SU,WI,LAT,49400,8,345.8
1960,,SU,WI,LAT,161350,16,3711.05
1960,,SU,MI,LAT,128778,15,1802.89
1960,,SU,MI,LAT,131702,,1843.83
1960,,SU,MI,LAT,132628,16,3050.44
1960,,SU,ON,LAT,23990,14,455.81
1960,,SU,ON,LAT,32190,14,611.61
1960,,SU,ON,LAT,37905,14,720.2
1960,,SU,ON,LAT,38840,14,737.96
1960,,SU,ON,LAT,65000,,
1960,,SU,ON,LAT,23990,14,455.81
1960,,SU,ON,LAT,32190,14,611.61
1960,,SU,ON,LAT,37905,14,720.2
1960,,SU,ON,LAT,38840,14,737.96
1961,7,SU,ON,LAT,60200,3,120.4
1961,,MI,MI,LAT,94823,15,1706.81
1961,,SU,WI,LAT,31885,,542.05
1961,,SU,WI,LAT,77002,,1309.03
1961,,SU,WI,LAT,96960,16,3005.76
1961,,SU,WI,LAT,108175,16,
1961,,SU,MI,LAT,171730,16,3091.14
1961,,SU,ON,LAT,107500,15,537.5
1961,,SU,MI,LAT,59700,16,1492.5
1961,,SU,ON,LAT,107500,15,537.5
1961,,SU,MI,LAT,48700,17,876.6
1961,,SU,ON,LAT,22250,,378.25
1961,,SU,ON,LAT,28400,,482.8
1961,,SU,ON,LAT,58965,,1002.41
1961,,SU,ON,LAT,22250,,378.25
1961,,SU,ON,LAT,28400,,482.8
1961,,SU,ON,LAT,58965,,1002.41
1961,,SU,MI,LAT,112500,17,3037.5
1962,9,SU,MN,LAT,76559,8,405.76
1962,,MI,WI,LAT,72936,16,1750.46
1962,,SU,WI,LAT,120800,16,2416
1962,,SU,WI,LAT,115870,20,5909.37
1962,,SU,WI,LAT,101722,17,2644.77
1962,,SU,WI,LAT,154776,17,4024.18
1962,,SU,MI,LAT,322789,16,5487.41
1962,,SU,ON,LAT,6700,15,33.5
1962,,SU,ON,LAT,118000,15,590
1962,,SU,ON,LAT,6700,15,33.5
1962,,SU,ON,LAT,118000,15,590
1962,,SU,MI,LAT,86907,16,1564.33
1962,,SU,ON,LAT,10645,13,159.68
1962,,SU,ON,LAT,22290,13,334.35
1962,,SU,ON,LAT,29640,13,444.6
1962,,SU,ON,LAT,66512,13,997.68
1962,,SU,MI,LAT,295465,16,5318.37
1962,,SU,ON,LAT,10645,13,159.68
1962,,SU,ON,LAT,22290,13,334.35
1962,,SU,ON,LAT,29640,13,444.6
1962,,SU,ON,LAT,66512,13,997.68
1962,,SU,MI,LAT,70000,,560
1963,5,SU,ON,LAT,40000,,
1963,9,SU,MN,LAT,85236,8,238.66
1963,9,SU,MN,LAT,89584,8,268.75
1963,,MI,WI,RBT,9200,,
1963,,ON,ON,LAT,74700,,
1963,,ON,ON,LAT,106767,15,2135.34
1963,,SU,WI,LAT,311469,15,7475.26
1963,,SU,MI,LAT,83000,15,498
1963,,SU,MI,LAT,266745,19,8269.1
1963,,SU,MI,LAT,273430,16,4374.88
1963,,SU,ON,LAT,13934,14,195.08
1963,,SU,ON,LAT,30355,14,424.97
1963,,SU,ON,LAT,79065,14,1106.91
1963,,SU,MI,LAT,562580,15,9563.86
1963,,SU,ON,LAT,13934,14,195.08
1963,,SU,ON,LAT,30365,14,425.11
1963,,SU,ON,LAT,79065,14,1106.91
1963,,SU,MI,LAT,161815,9,647.26
1963,,SU,ON,LAT,95000,16,475
1963,,SU,ON,LAT,95000,16,475
1964,4,SU,MN,LAT,90000,15,576
1964,5,SU,MN,LAT,92000,15,588.8
1964,5,SU,MN,LAT,20000,1,
1964,6,SU,MI,LAT,194630,16,3308.71
1964,9,SU,MN,LAT,15412,8,204.98
1964,10,SU,MN,LAT,22434,8,296.13
1964,,MI,WI,RBT,1500,,
1964,,MI,WI,RBT,13500,,
1964,,ON,ON,LAT,36739,16,440.87
1964,,ON,ON,LAT,74619,16,1865.48
1964,,SU,WI,LAT,86613,13,1818.87
1964,,SU,WI,LAT,88982,13,1868.62
1964,,SU,WI,LAT,117579,13,2469.16
1964,,SU,WI,LAT,159300,13,3345.3
1964,,SU,WI,LAT,290961,13,6110.18
1964,,SU,MI,LAT,122400,16,1836
1964,,SU,MI,LAT,97700,16,1465.5
1964,,SU,MI,LAT,108050,16,1620.75
1964,,SU,MI,LAT,141390,16,2120.85
1964,,SU,MI,LAT,61600,16,924
1964,,SU,MI,LAT,155850,16,2337.75
1964,,SU,MI,LAT,52900,16,793.5
1964,,SU,ON,LAT,25000,15,125
1964,,SU,ON,LAT,43500,15,217.5
1964,,SU,ON,LAT,56500,15,282.5
1964,,SU,MI,LAT,98780,15,1086.58
1964,,SU,MI,LAT,99130,15,1090.43
1964,,SU,MI,LAT,63340,16,950.1
1964,,SU,ON,LAT,25755,15,257.55
1964,,SU,ON,LAT,38235,15,382.35
1964,,SU,ON,LAT,47210,15,472.1
1964,,SU,ON,LAT,25755,15,257.55
1964,,SU,ON,LAT,38235,15,382.35
1964,,SU,ON,LAT,47210,15,472.1
1964,,SU,ON,LAT,25000,15,125
1964,,SU,ON,LAT,43500,15,217.5
1964,,SU,ON,LAT,56500,15,282.5
1965,5,SU,ON,LAT,11000,16,55
1965,5,SU,ON,LAT,11000,16,55
1965,5,SU,ON,LAT,10450,16,52.25
1965,5,SU,ON,LAT,10450,16,52.25
1965,5,SU,ON,LAT,4950,16,99
1965,5,SU,ON,LAT,6770,16,135.4
1965,5,SU,ON,LAT,21270,16,425.4
1965,5,SU,MN,LAT,35000,1,
1965,6,SU,MN,LAT,25645,16,351.34
1965,6,SU,MN,LAT,25645,16,351.34
1965,6,SU,MN,LAT,25223,16,385.91
1965,6,SU,MN,LAT,25223,16,385.91
1965,6,SU,MI,LAT,99650,16,1793.7
1965,10,SU,MN,LAT,16098,,45.07
1965,10,SU,MN,LAT,16098,,45.07
1965,10,SU,MN,LAT,16099,,45.08
1965,10,SU,MN,LAT,27360,,87.55
1965,10,SU,MN,LAT,23727,,75.93
1965,10,SU,MN,LAT,50137,,135.37
1965,,MI,MI,LAT,102000,15,2244
1965,,MI,MI,LAT,314997,18,9764.91
1965,,MI,MI,LAT,100500,15,1507.5
1965,,MI,MI,LAT,313970,18,9419.1
1965,,MI,WI,LAT,103000,15,1957
1965,,MI,WI,LAT,101600,,1727.2
1965,,MI,MI,LAT,237811,18,6896.52
1965,,MI,WI,RBT,3730,,
1965,,MI,WI,RBT,19100,,
1965,,MI,WI,RBT,2000,,
1965,,SU,WI,LAT,62025,15,1426.58
1965,,SU,WI,LAT,73110,,1681.53
1965,,SU,WI,LAT,94321,,2169.38
1965,,SU,WI,LAT,117994,15,2713.86
1965,,SU,MI,LAT,41000,,738
1965,,SU,ON,LAT,84620,16,1692.4
1965,,SU,ON,LAT,63050,16,315.25
1965,,SU,WI,LAT,100000,15,2000
1965,,SU,MI,LAT,49200,,885.6
1965,,SU,MI,LAT,46200,,831.6
1965,,SU,ON,LAT,50030,16,1000.6
1965,,SU,ON,LAT,63050,16,315.25
1965,,SU,ON,LAT,75000,16,450
1965,,SU,ON,LAT,56000,16,280
1965,,SU,MI,LAT,79100,,1423.8
1965,,SU,MI,LAT,193360,,2707.04
1965,,SU,MI,LAT,34600,,622.8
1965,,SU,MI,LAT,115525,,2079.45
1966,2,SU,WI,LAT,32240,12,580.32
1966,3,SU,WI,LAT,11000,13,231
1966,4,SU,WI,LAT,24036,14,528.79
1966,4,SU,WI,LAT,22775,14,409.95
1966,5,MI,MI,LAT,98300,15,1867.7
1966,5,SU,ON,LAT,50000,16,250
1966,5,MI,MI,LAT,100000,15,1900
1966,5,MI,MI,LAT,75400,16,1206.4
1966,5,SU,WI,LAT,85105,15,1446.79
1966,5,SU,ON,LAT,25000,16,100
1966,5,SU,ON,LAT,8200,16,49.2
1966,5,SU,ON,LAT,10500,16,31.5
1966,5,SU,ON,LAT,8200,16,49.2
1966,5,SU,ON,LAT,10500,16,31.5
1966,5,SU,WI,LAT,39451,15,710.12
1966,5,SU,WI,LAT,14854,15,341.64
1966,5,MI,MI,LAT,49000,15,931
1966,5,SU,MI,LAT,66240,16,1059.84
1966,6,MI,WI,LAT,100500,15,1708.5
1966,6,SU,MI,LAT,102750,16,1644
1966,6,SU,MN,LAT,27036,,497.46
1966,6,SU,MN,LAT,27035,,497.44
1966,6,SU,MI,LAT,92360,16,1662.48
1966,6,SU,MN,LAT,3891,,75.87
1966,6,SU,MN,LAT,6088,,132.72
1966,6,SU,MN,LAT,9979,,217.54
1966,6,SU,MN,LAT,9979,,217.54
1966,6,SU,MN,LAT,9979,,217.54
1966,7,SU,MI,LAT,106571,17,1918.28
1966,7,MI,MI,LAT,65400,17,1896.6
1966,7,MI,MI,LAT,99900,16,2597.4
1966,7,MI,MI,LAT,83500,17,2421.5
1966,7,SU,MN,LAT,7167,17,177.02
1966,7,SU,MN,LAT,7167,17,177.02
1966,7,MI,MI,LAT,83800,17,2346.4
1966,9,MI,WI,LAT,190300,15,3615.7
1966,10,SU,MN,LAT,22540,8,87.91
1966,10,SU,MN,LAT,22540,8,87.91
1966,10,SU,MN,LAT,22425,8,87.46
1966,10,SU,MN,LAT,34270,8,133.65
1966,10,SU,MN,LAT,24416,8,102.55
1966,10,SU,MN,LAT,25288,8,106.21
1966,,MI,MI,BKT,20000,,
1966,,MI,MI,BKT,29240,,
1966,,MI,WI,BNT,3375,,
1966,,MI,WI,BNT,5000,,
1966,,MI,WI,BNT,12925,,
1966,,MI,WI,BNT,14600,,
1966,,MI,WI,BNT,2100,,
1966,,MI,MI,COS,394800,,
1966,,MI,MI,COS,264600,,
1966,,MI,WI,LAT,120400,16,2287.6
1966,,MI,MI,LAT,164990,15,3629.78
1966,,MI,WI,LAT,201500,,3425.5
1966,,MI,MI,LAT,185000,18,6290
1966,,MI,WI,LAT,148200,17,3112.2
1966,,MI,WI,RBT,5600,,
1966,,MI,WI,RBT,11665,,
1966,,MI,MI,RBT,50000,,
1966,,MI,MI,RBT,5000,,
1966,,MI,WI,RBT,19634,,
1966,,MI,WI,RBT,21930,,
1966,,MI,MI,RBT,50000,,
1966,,MI,MI,RBT,7500,,
1966,,MI,MI,RBT,27130,,
1966,,MI,MI,RBT,27130,,
1966,,MI,MI,RBT,50000,,
1966,,SU,MI,COS,192400,,
1966,,SU,WI,LAT,5624,14,95.61
1966,,SU,WI,LAT,14130,11,183.69
1966,,SU,WI,LAT,14825,11,222.38
1966,,SU,MI,LAT,178800,17,4648.8
1966,,SU,MI,LAT,151820,16,2732.76
1966,,SU,MI,LAT,136091,16,2177.46
1966,,SU,ON,LAT,37500,15,337.5
1966,,SU,MI,LAT,257847,17,7477.56
1966,,SU,MI,LAT,250800,17,4012.8
1966,,SU,ON,LAT,50000,16,300
1966,,SU,MI,LAT,144876,16,2897.52
1966,,SU,ON,LAT,75000,15,825
1966,,SU,WI,LAT,87830,14,1668.77
1966,,SU,MI,LAT,126100,17,3152.5
1966,,SU,ON,LAT,37500,15,337.5
1966,,SU,ON,LAT,31300,16,156.5
1966,,SU,ON,LAT,75000,15,675
1966,,SU,MI,LAT,172420,16,3103.56
1966,,SU,ON,LAT,31300,16,156.5
1966,,SU,MI,LAT,104739,17,2513.74
1966,,SU,MI,LAT,173300,17,5025.7
1966,,SU,MI,LAT,153024,17,4131.65
1967,5,MI,MI,LAT,101410,15,1723.97
1967,5,MI,IL,LAT,90430,15,1627.74
1967,5,MI,MI,LAT,101740,15,2034.8
1967,5,MI,IN,LAT,87380,15,1660.22
1967,5,MI,WI,LAT,101277,16,2025.54
1967,5,MI,MI,LAT,80938,16,1699.7
1967,5,MI,MI,LAT,80567,16,1691.91
1967,6,SU,MN,LAT,73830,16,694
1967,6,SU,MN,LAT,19955,16,187.58
1967,6,SU,MN,LAT,21208,16,199.36
1967,6,SU,MN,LAT,18654,16,175.35
1967,6,SU,MN,LAT,74984,16,749.84
1967,6,SU,MN,LAT,18653,16,175.34
1967,6,SU,MI,LAT,90370,15,1174.81
1967,6,SU,MI,LAT,109540,16,1533.56
1967,6,SU,MI,LAT,110110,16,1541.54
1967,6,MI,MI,LAT,102400,16,2457.6
1967,6,MI,MI,LAT,102157,17,2553.93
1967,6,SU,MI,LAT,102365,16,1535.48
1967,6,MI,MI,LAT,98211,17,2553.49
1967,7,SU,MI,LAT,100797,17,2923.11
1967,9,MI,MI,LAT,285000,,1710
1967,10,MI,WI,LAT,284600,,1707.6
1967,10,SU,MN,LAT,11890,,29.73
1967,10,SU,MN,LAT,17100,,42.75
1967,10,SU,MN,LAT,16920,,42.3
1967,11,SU,MN,LAT,58680,,146.7
1967,11,SU,MN,LAT,49140,,122.85
1967,,MI,WI,BKT,9000,,
1967,,MI,MI,BKT,23809,,
1967,,MI,MI,BKT,782,,
1967,,MI,WI,BNT,12540,,
1967,,MI,WI,BNT,21835,,
1967,,MI,WI,BNT,5100,,
1967,,MI,WI,BNT,9000,,
1967,,MI,MI,CHS,590830,,
1967,,MI,MI,CHS,210560,,
1967,,MI,MI,COS,750000,,
1967,,MI,MI,COS,433200,,
1967,,MI,MI,COS,502700,,
1967,,MI,MI,COS,46400,,
1967,,MI,WI,LAT,202280,16,4247.88
1967,,MI,MI,LAT,165080,17,4292.08
1967,,MI,WI,LAT,540950,17,11359.95
1967,,MI,WI,RBT,7040,,
1967,,MI,WI,RBT,13530,,
1967,,MI,WI,RBT,33190,,
1967,,MI,MI,RBT,25385,,
1967,,MI,MI,RBT,1935,,
1967,,MI,MI,RBT,5000,,
1967,,MI,WI,RBT,6900,,
1967,,MI,WI,RBT,15380,,
1967,,MI,WI,RBT,8500,,
1967,,SU,MI,CHS,33460,,
1967,,SU,MI,COS,467000,,
1967,,SU,WI,LAT,31570,15,726.11
1967,,SU,WI,LAT,58522,15,1404.53
1967,,SU,WI,LAT,62378,14,998.05
1967,,SU,WI,LAT,91297,,
1967,,SU,WI,LAT,105290,,947.61
1967,,SU,MI,LAT,151802,16,2125.23
1967,,SU,MI,LAT,150450,15,1955.85
1967,,SU,ON,LAT,62500,16,312.5
1967,,SU,ON,LAT,31200,13,280.8
1967,,SU,ON,LAT,31200,13,280.8
1967,,SU,ON,LAT,62400,13,748.8
1967,,SU,ON,LAT,62500,15,375
1967,,SU,MI,LAT,227926,16,6381.93
1967,,SU,MI,LAT,252696,16,6317.4
1967,,SU,MI,LAT,150180,16,2252.7
1967,,SU,ON,LAT,31200,13,280.8
1967,,SU,ON,LAT,31200,13,280.8
1967,,SU,ON,LAT,62400,13,748.8
1967,,SU,MI,LAT,251667,17,7550.01
1967,,SU,ON,LAT,62500,16,312.5
1967,,SU,MI,LAT,252810,16,2780.91
1967,,SU,MI,LAT,108644,16,1846.95
1967,,SU,ON,LAT,62500,15,375
1968,4,MI,IL,LAT,103650,15,1865.7
1968,4,MI,IN,LAT,100000,15,1800
1968,4,MI,MI,LAT,100300,15,1604.8
1968,5,MI,MI,LAT,141240,15,2401.08
1968,5,MI,MI,LAT,61990,,1177.81
1968,5,MI,MI,LAT,58920,,1119.48
1968,5,MI,MI,LAT,57910,,1100.29
1968,5,MI,MI,LAT,50000,,950
1968,5,MI,MI,LAT,90250,,1805
1968,5,MI,MI,LAT,87170,,1743.4
1968,5,SU,MI,LAT,105240,,1683.84
1968,5,MI,MI,LAT,100300,,1805.4
1968,5,SU,MI,LAT,107500,,1612.5
1968,5,SU,ON,LAT,13320,,106.56
1968,6,SU,MI,LAT,105200,,1788.4
1968,6,SU,MN,LAT,47784,16,922.23
1968,6,SU,MN,LAT,45805,16,884.04
1968,6,SU,MN,LAT,48532,16,936.67
1968,6,SU,MN,LAT,56807,16,1096.38
1968,6,SU,MN,LAT,24205,16,467.16
1968,6,SU,MI,LAT,148920,,2829.48
1968,7,SU,MI,LAT,96730,,2611.71
1968,10,SU,MN,LAT,44764,,
1968,10,SU,MN,LAT,19240,,
1968,10,SU,MN,LAT,36494,,
1968,10,SU,MN,LAT,27930,,
1968,10,SU,MN,LAT,24585,,
1968,,ER,NY,COS,5000,,
1968,,ER,OH,COS,30000,,
1968,,ER,PA,COS,7000,,
1968,,ER,PA,COS,20000,,
1968,,ER,PA,COS,15000,,
1968,,ER,PA,COS,34000,,
1968,,ER,PA,COS,10000,,
1968,,HU,MI,CHS,200000,,
1968,,HU,MI,CHS,65000,,
1968,,HU,MI,COS,75000,,
1968,,HU,MI,COS,50000,,
1968,,HU,MI,COS,177000,,
1968,,HU,MI,COS,100000,,
1968,,MI,WI,BKT,21530,,
1968,,MI,MI,BKT,23951,,
1968,,MI,WI,BKT,4000,,
1968,,MI,WI,BNT,11000,,
1968,,MI,WI,BNT,34200,,
1968,,MI,WI,BNT,22340,,
1968,,MI,WI,BNT,84200,,
1968,,MI,WI,BNT,14150,,
1968,,MI,WI,BNT,7500,,
1968,,MI,WI,BNT,3200,,
1968,,MI,WI,BNT,24000,,
1968,,MI,WI,BNT,5000,,
1968,,MI,WI,BNT,7600,,
1968,,MI,WI,BNT,10000,,
1968,,MI,WI,BNT,8400,,
1968,,MI,WI,BNT,20000,,
1968,,MI,MI,CHS,322000,,
1968,,MI,MI,CHS,365000,,
1968,,MI,MI,COS,52000,,
1968,,MI,MI,COS,101000,,
1968,,MI,MI,COS,148000,,
1968,,MI,MI,COS,74000,,
1968,,MI,MI,COS,220000,,
1968,,MI,MI,COS,98000,,
1968,,MI,MI,COS,308000,,
1968,,MI,MI,COS,50000,,
1968,,MI,MI,COS,25000,,
1968,,MI,MI,COS,100000,,
1968,,MI,WI,LAT,201160,,3822.04
1968,,MI,WI,LAT,184250,,3869.25
1968,,MI,WI,LAT,193310,,4252.82
1968,,MI,WI,LAT,238040,,4760.8
1968,,MI,MI,LAT,107410,,2040.79
1968,,MI,WI,RBT,15374,,
1968,,MI,MI,RBT,10000,,
1968,,MI,MI,RBT,5000,,
1968,,MI,MI,RBT,14916,,
1968,,MI,MI,RBT,5000,,
1968,,MI,MI,RBT,6000,,
1968,,MI,MI,RBT,10000,,
1968,,MI,MI,RBT,14000,,
1968,,MI,WI,RBT,37901,,
1968,,MI,WI,RBT,10000,,
1968,,MI,MI,RBT,50000,,
1968,,MI,MI,RBT,51178,,
1968,,MI,WI,RBT,6500,,
1968,,MI,MI,RBT,14963,,
1968,,MI,MI,RBT,10000,,
1968,,MI,MI,RBT,17000,,
1968,,MI,MI,RBT,10000,,
1968,,MI,WI,RBT,4425,,
1968,,MI,WI,RBT,3700,,
1968,,MI,MI,RBT,5000,,
1968,,MI,WI,RBT,11500,,
1968,,MI,MI,RBT,10000,,
1968,,MI,WI,RBT,14133,,
1968,,MI,MI,RBT,37759,,
1968,,MI,MI,RBT,25000,,
1968,,ON,NY,COS,15000,,
1968,,ON,NY,COS,25000,,
1968,,SU,MI,CHS,50000,,
1968,,SU,MI,COS,175000,,
1968,,SU,MI,COS,25000,,
1968,,SU,MI,COS,52000,,
1968,,SU,MI,COS,50000,,
1968,,SU,MI,COS,32000,,
1968,,SU,MI,COS,40000,,
1968,,SU,MI,LAT,104145,,2187.05
1968,,SU,MI,LAT,257160,,6171.84
1968,,SU,MI,LAT,152215,,2892.09
1968,,SU,ON,LAT,118210,,1063.89
1968,,SU,MI,LAT,197065,,5123.69
1968,,SU,MI,LAT,252265,,6558.89
1968,,SU,WI,LAT,52595,16,1525.26
1968,,SU,MI,LAT,159165,,3660.8
1968,,SU,MI,LAT,200220,,5205.72
1968,,SU,ON,LAT,125000,,500
1968,,SU,MI,LAT,54995,,1209.89
1968,,SU,MI,LAT,121530,,3645.9
1968,,SU,MI,LAT,108945,,2287.85
1968,,SU,WI,LAT,94670,16,1704.06
1968,,SU,WI,LAT,91810,16,2111.63
1968,,SU,ON,LAT,125000,,500
1968,,SU,ON,LAT,118210,,1063.89
1968,,SU,MI,LAT,89080,,2494.24
1969,1,SU,MI,LAT,89865,17,2695.95
1969,4,MI,MI,LAT,100745,15,1813.41
1969,4,MI,MI,LAT,83390,15,1667.8
1969,4,MI,MI,LAT,34910,15,698.2
1969,4,MI,MI,LAT,33870,15,677.4
1969,5,SU,ON,LAT,25000,16,150
1969,5,SU,ON,LAT,25000,16,175
1969,5,MI,MI,LAT,100100,15,2002
1969,5,MI,IL,LAT,120565,16,2290.74
1969,5,SU,MI,LAT,90290,15,1444.64
1969,5,MI,MI,LAT,100320,15,2106.72
1969,5,SU,ON,LAT,25000,16,150
1969,5,MI,MI,LAT,69340,16,1594.82
1969,5,MI,IN,LAT,118650,16,2610.3
1969,5,MI,MI,LAT,100280,16,2306.44
1969,5,MI,MI,LAT,63730,16,1465.79
1969,6,MI,MI,LAT,99530,16,2388.72
1969,6,MI,MI,LAT,90430,16,2170.32
1969,6,SU,MN,LAT,38700,16,797.22
1969,6,SU,MN,LAT,64588,16,1330.51
1969,6,SU,MN,LAT,16440,16,338.66
1969,6,SU,MI,LAT,9335,16,196.04
1969,6,SU,MN,LAT,19988,16,411.75
1969,6,SU,MN,LAT,57160,16,1177.5
1969,6,SU,MN,LAT,19504,16,401.78
1969,6,MI,WI,LAT,100165,16,2303.8
1969,6,SU,MI,LAT,99840,16,1996.8
1969,6,SU,MI,LAT,91390,16,1736.41
1969,7,SU,MI,LAT,93840,17,2721.36
1969,7,SU,MI,LAT,90440,17,2622.76
1969,7,SU,MI,LAT,90190,17,2705.7
1969,7,SU,MI,LAT,87680,17,2893.44
1969,7,SU,MI,LAT,88700,17,2838.4
1969,10,ER,PA,LAT,17000,9,119
1969,,ER,PA,COS,21000,,
1969,,ER,PA,COS,60000,,
1969,,ER,PA,COS,19000,,
1969,,ER,NY,COS,10000,,
1969,,ER,OH,COS,92000,,
1969,,ER,PA,COS,2000,,
1969,,ER,PA,COS,1000,,
1969,,ER,PA,COS,30000,,
1969,,HU,MI,CHS,5000,,
1969,,HU,MI,CHS,200000,,
1969,,HU,MI,CHS,45000,,
1969,,HU,MI,COS,217000,,
1969,,HU,MI,COS,100000,,
1969,,HU,MI,COS,200000,,
1969,,HU,MI,COS,150000,,
1969,,MI,WI,BKT,10000,,
1969,,MI,WI,BKT,4348,,
1969,,MI,WI,BKT,5000,,
1969,,MI,WI,BKT,3000,,
1969,,MI,WI,BKT,11170,,
1969,,MI,WI,BNT,9600,,
1969,,MI,WI,BNT,10000,,
1969,,MI,IL,BNT,1000,,
1969,,MI,IL,BNT,4000,,
1969,,MI,WI,BNT,24377,,
1969,,MI,WI,BNT,25000,,
1969,,MI,WI,BNT,5000,,
1969,,MI,WI,BNT,6000,,
1969,,MI,WI,BNT,10000,,
1969,,MI,WI,BNT,17000,,
1969,,MI,WI,BNT,7200,,
1969,,MI,WI,BNT,17400,,
1969,,MI,IL,BNT,1000,,
1969,,MI,IL,BNT,4000,,
1969,,MI,MI,CHS,300000,,
1969,,MI,MI,CHS,352000,,
1969,,MI,WI,CHS,66000,,
1969,,MI,WI,COS,45000,,
1969,,MI,MI,COS,300000,,
1969,,MI,MI,COS,100000,,
1969,,MI,MI,COS,62000,,
1969,,MI,IL,COS,10000,,
1969,,MI,MI,COS,100000,,
1969,,MI,MI,COS,100000,,
1969,,MI,WI,COS,40000,,
1969,,MI,MI,COS,700000,,
1969,,MI,WI,COS,46000,,
1969,,MI,WI,COS,40000,,
1969,,MI,MI,COS,100000,,
1969,,MI,MI,COS,50000,,
1969,,MI,MI,COS,11000,,
1969,,MI,MI,COS,100000,,
1969,,MI,MI,COS,1092000,,
1969,,MI,MI,COS,50000,,
1969,,MI,WI,COS,46000,,
1969,,MI,MI,COS,100000,,
1969,,MI,MI,COS,27000,,
1969,,MI,MI,COS,162000,,
1969,,MI,WI,LAT,193080,15,3861.6
1969,,MI,WI,LAT,200750,15,3412.75
1969,,MI,WI,LAT,189430,15,3599.17
1969,,MI,WI,LAT,200520,16,4812.48
1969,,MI,WI,RBT,17400,,
1969,,MI,MI,RBT,5000,,
1969,,MI,MI,RBT,10000,,
1969,,MI,MI,RBT,10000,,
1969,,MI,MI,RBT,10000,,
1969,,MI,MI,RBT,3420,,
1969,,MI,MI,RBT,8000,,
1969,,MI,MI,RBT,15000,,
1969,,MI,MI,RBT,20451,,
1969,,MI,WI,RBT,49000,,
1969,,MI,MI,RBT,31500,,
1969,,MI,MI,RBT,38650,,
1969,,MI,MI,RBT,20000,,
1969,,MI,MI,RBT,20128,,
1969,,MI,MI,RBT,5000,,
1969,,MI,MI,RBT,10000,,
1969,,MI,WI,RBT,5000,,
1969,,MI,WI,RBT,6000,,
1969,,MI,WI,RBT,10000,,
1969,,MI,MI,RBT,500,,
1969,,MI,WI,RBT,23900,,
1969,,MI,MI,RBT,20156,,
1969,,MI,MI,RBT,10000,,
1969,,MI,WI,RBT,17200,,
1969,,MI,WI,RBT,40800,,
1969,,MI,MI,RBT,4549,,
1969,,MI,MI,RBT,20000,,
1969,,ON,NY,CHS,65000,,
1969,,ON,ON,COS,20000,,
1969,,ON,ON,COS,90000,,
1969,,ON,ON,COS,20000,,
1969,,ON,NY,COS,89000,,
1969,,ON,NY,COS,20000,,
1969,,SU,MI,CHS,50000,,
1969,,SU,MI,COS,226000,,
1969,,SU,MN,COS,110000,,
1969,,SU,MI,COS,50000,,
1969,,SU,ON,COS,10000,,
1969,,SU,ON,COS,10000,,
1969,,SU,MI,COS,75000,,
1969,,SU,MI,COS,50000,,
1969,,SU,MI,COS,75000,,
1969,,SU,MI,COS,50000,,
1969,,SU,WI,LAT,101060,16,2122.26
1969,,SU,WI,LAT,78260,14,1878.24
1969,,SU,MI,LAT,101300,15,2026
1969,,SU,WI,LAT,72160,10,1587.52
1969,,SU,ON,LAT,62400,13,436.8
1969,,SU,ON,LAT,62500,12,562.5
1969,,SU,MI,LAT,140350,17,4210.5
1969,,SU,MI,LAT,101200,16,2024
1969,,SU,MI,LAT,101400,16,2230.8
1969,,SU,ON,LAT,15000,17,105
1969,,SU,ON,LAT,21000,17,168
1969,,SU,ON,LAT,35000,17,245
1969,,SU,ON,LAT,54000,,378
1969,,SU,ON,LAT,50000,16,300
1969,,SU,MI,LAT,110900,16,2218
1969,,SU,MI,LAT,159588,15,2713
1969,,SU,MI,LAT,100350,16,2107.35
